Cust_Chn_Nm	UNT_NAM	Trx_Amt
上海德远劳务派遣有限公司	昌硕科技（上海）有限公司	6837164.80
东营蓝海御华大饭店有限责任公司	山东蓝海股份有限公司	-100000.00
广州网易计算机系统有限公司	广东南油对外服务有限公司	-1040.00
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	200000.00
大连华阳密封股份有限公司	大连华阳密封股份有限公司	-246079.90
大连中服人力资源有限公司	闽侯县博飞信息科技有限公司	-7500.00
湖南外服人力资源服务有限公司	广东南油对外服务有限公司	-2459.64
南京舒特机电设备有限公司	佛山市华鸿铜管有限公司	-1607.18
重庆三兔网络科技有限公司	深圳硕软技术有限公司	22646.00
上海永达汽车租赁有限公司深圳分公司	上海复出劳务管理有限公司	-3500.00
芜湖诺创科技有限公司	诺亚正行基金销售有限公司基金代销专户	25227.90
东蒙集团有限公司	浙江朵宝网络科技有限公司	-59850.00
北京容联七陌科技有限公司上海分公司	浙江中通文博服务有限公司	-15600.00
北京三医特空气净化工程有限公司	江苏省建工集团有限公司	100000.00
上海会畅通讯股份有限公司	三胞集团有限公司	8094.60
杭州网兰电子商务有限公司	江苏小旗欧飞科技有限公司	-12838.00
上海外服（重庆）人力资源服务有限公司	广东南油对外服务有限公司	93.96
申万宏源证券有限公司武汉新华路证券营业部	武汉市江瀚保安服务有限公司	-5100.00
深圳市天泰网络技术有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	37076.00
佛山市盛享贸易有限公司	佛山市华鸿铜管有限公司	100000.00
上海必博人力资源服务有限公司	广东南油对外服务有限公司	-4650.50
北京斌乐物流有限公司	申通快递有限公司	220000.00
北京雅讯东方科技有限公司	纳什凯旋科技（北京）有限公司	15600.00
杭州玳数科技有限公司	长江存储科技有限责任公司	151170.27
北京承礼科技有限公司	闽侯县博飞信息科技有限公司	-21588.09
涿州喜润信息科技有限公司	江苏小旗欧飞科技有限公司	502.13
北京友创佳业科技有限责任公司	福建一滴水供应链管理有限公司	-91270.55
中泰证券股份有限公司	鲁证期货股份有限公司	-1550000.00
龙游县众望人力资源有限公司	闽侯县博飞信息科技有限公司	-77482.63
垦利蓝海汇洲大酒店有限责任公司	山东蓝海股份有限公司	-500000.00
广东锐金电气有限公司	佛山市华鸿铜管有限公司	-78603.38
网迅通科技发展南京有限公司	江苏小旗欧飞科技有限公司	200000.00
郑州光影传媒有限公司	郑州市公共交通总公司	9500.00
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	-57950.20
上海卓明新材料有限公司	东北特殊钢集团股份有限公司	-3000000.00
东莞市潼行文化发展有限公司	东莞宇龙通信科技有限公司	123000.00
国才（北京）人力资源服务有限公司	广东南油对外服务有限公司	-238056.63
天津申通广达物流有限公司	申通快递有限公司	100000.00
哈尔滨路捷汽车销售服务有限公司	闽侯县博飞信息科技有限公司	-44100.00
哈尔滨冰城地铁保安服务有限公司	哈尔滨市劳动和社会保障事务所有限公司	-990000.00
山西瑞泽快递有限公司	申通快递有限公司	228000.00
上海盒马网络科技有限公司	浙江中通文博服务有限公司	495.00
长春建工集团有限公司	长春建工集团有限公司	-1831913.38
深圳家乐缘餐饮顾问有限公司桃园店	加油宝金融科技服务（深圳）有限公司	7725.00
杭州三体科技股份有限公司	深圳硕软技术有限公司	-7544.00
北京东顺科技有限公司	申通快递有限公司	150000.00
四川冠航金属有限公司	大力神铝业股份有限公司	-87352.30
北京永乐运通物流有限公司	申通快递有限公司	-40000.00
哈尔滨哈东中燃能源热力有限公司	哈尔滨市劳动和社会保障事务所有限公司	-5290.32
海安市力源投资有限公司	苏州信托有限公司	-1650825.00
曲观企业服务外包（上海）有限公司	闽侯县博飞信息科技有限公司	-45088.75
西咸新区蓝盾信息安全技术有限公司广州分公司	蓝盾信息安全技术有限公司	16000.00
北京中通辉煌货运代理有限公司	申通快递有限公司	186199.00
中通服软件科技有限公司广州分公司	广东南油对外服务有限公司	-498598.05
湖北华中天地国际工程咨询有限公司	达明科技有限公司	-10000.00
蔼润（上海）网络科技有限公司	闽侯县博飞信息科技有限公司	-2968.00
深圳邦宝时尚服饰有限公司	世纪金花股份有限公司	169824.47
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	-156203.48
合肥市轨道交通集团有限公司	安徽三建工程有限公司	-2252200.00
浙江泰亚服务外包有限公司	浙江中通文博服务有限公司	501133.71
合肥建工集团有限公司长丰分公司	合肥建工集团有限公司	-465000.00
上海豹擎信息科技有限公司	闽侯县博飞信息科技有限公司	-44625.59
武汉格林威特科技有限公司	长江存储科技有限责任公司	141973.20
深圳海外装饰工程有限公司湖北分公司	深圳海外装饰工程有限公司	217236.38
广州欧华国际货运代理有限公司深圳分公司	深圳市天道医药有限公司	6600.00
张家港新力金属有限公司	佛山市华鸿铜管有限公司	-220682.48
深圳市凌雄科技有限公司广州分公司	广州中科雅图信息技术有限公司	1384.00
东莞市菱森精密机械制造有限公司	佛山市华鸿铜管有限公司	-4070.00
北京众鸣在线科技有限公司合肥第一分公司	北京众鸣在线科技有限公司	300.00
北京智齿众服技术咨询有限公司	北京圣商教育科技股份有限公司	50000.00
武汉市裕同印刷包装有限公司	长江存储科技有限责任公司	69325.50
深圳市赢时通汽车服务有限公司罗湖分公司	深圳市赢时通汽车服务有限公司	19.50
天津顶育咨询有限公司上海分公司	郑州顶益食品有限公司	1295856.18
天际战鹰（北京）科技有限公司	博天环境集团股份有限公司	-190000.00
北京福瑞通联物流有限公司	申通快递有限公司	6000.00
中菲行国际货运代理（上海）有限公司	昌硕科技（上海）有限公司	-4900.00
招商银行股份有限公司青岛分行	深圳市新纶科技股份有限公司	-60000.00
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	361590.00
南京领行科技股份有限公司	浙江中通文博服务有限公司	-24184.06
江苏瑞德快递有限公司	申通快递有限公司	863147.79
上海活多多企业服务外包有限公司	闽侯县博飞信息科技有限公司	-387884.38
佛山市兴海铜铝业有限公司	佛山市华鸿铜管有限公司	63460000.00
西安雍丽贸易有限公司	世纪金花股份有限公司	24123.59
深圳市蓝禾技术有限公司	深圳市倍泰健康测量分析技术有限公司	-30000.00
西安碧盈置业有限公司	陕西建工基础工程集团有限公司	-2026728.24
中泰证券（上海）资产管理有限公司	鲁证期货股份有限公司	-20000.00
北京尚映嘉华传媒有限公司	闽侯县博飞信息科技有限公司	-249151.42
北京进步时代科技有限公司	北京昊图科技有限公司	22618.40
中外天利（北京）风电科技有限公司	闽侯县博飞信息科技有限公司	-520240.00
今日头条有限公司	泉州豆古网络科技有限公司	0.59
上海才赋人力资源科技有限公司	浙江中通文博服务有限公司	84991.70
深圳市长亮科技股份有限公司	丹东银行股份有限公司	85500.00
广州子轩网络科技有限公司	江苏小旗欧飞科技有限公司	6914.00
北京众鸣在线科技有限公司包头分公司	北京众鸣在线科技有限公司	1600.00
杭州品茗安控信息技术股份有限公司	合肥建工集团有限公司	5800.00
深圳前海联捷商业保理有限公司	陕西建工基础工程集团有限公司	-1074055.23
北京天勤时代软件有限公司	驿路星辰（北京）科技有限公司	30000.00
招商银行股份有限公司哈尔滨分行	深圳市新纶科技股份有限公司	-60000.00
福建元信融资担保有限公司	成都市市政工程（集团）有限责任公司	750.00
绿之道科技（深圳）有限公司	深圳市天道医药有限公司	9060.00
重庆天骄爱生活服务股份有限公司	郑州市景安网络科技股份有限公司	-1200.00
广州市恩腾国际贸易有限公司	浙江朵宝网络科技有限公司	7441.00
招商银行股份有限公司郑州分行	河南世纪联华超市有限公司	-4750.00
江苏领皓企业服务有限公司	福建一滴水供应链管理有限公司	-97825.00
北京盛兴佳业房地产经纪有限公司	纳什凯旋科技（北京）有限公司	11800.00
招商银行股份有限公司成都分行	深圳市新纶科技股份有限公司	-60000.00
闽侯县博飞信息科技有限公司	闽侯县博飞信息科技有限公司	-649469.49
福建一滴水供应链管理有限公司	福建一滴水供应链管理有限公司	-49916.90
军通（成都）建设股份有限公司	成都军通通信股份有限公司	-520000.00
杭州七娱网络科技有限公司	闽侯县博飞信息科技有限公司	-60507.02
北京爱乐游文化发展有限公司	福建一滴水供应链管理有限公司	-105300.00
广州晶东贸易有限公司	蓝盾信息安全技术有限公司	1078.00
盛美半导体设备（上海）股份有限公司	长江存储科技有限责任公司	657383.42
辽宁便利电科技有限公司	闽侯县博飞信息科技有限公司	-160027.85
诺笛（上海）企业管理咨询有限公司	深圳市云充吧科技有限公司	635202.25
上海曼都美容美发有限公司	闽侯县博飞信息科技有限公司	-708588.00
西安港亦通物流有限公司	申通快递有限公司	-29118.00
杭州瑞普科技有限公司	江苏小旗欧飞科技有限公司	-2000.00
上海安锐盟企业服务有限公司	申通快递有限公司	50000.00
南京君慈养老有限公司	南京迈特望科技股份有限公司	-1000000.00
比财数据科技（天津）有限公司	福建一滴水供应链管理有限公司	-181450.07
北京金地格林物业管理有限公司西安分公司	驿路星辰（北京）科技有限公司	9511.60
东莞市馨杰物业管理有限公司	东莞宇龙通信科技有限公司	-29842.00
武汉三江捷达商务信息咨询有限公司	武汉远城科技发展有限公司	444.00
山东宏盛源建材有限公司	山东水泥厂有限公司	15800.00
南京益索信息技术有限公司	江苏小旗欧飞科技有限公司	-2500000.00
广州文悦信息科技有限公司	广州中科雅图信息技术有限公司	39162.50
中国证券登记结算有限责任公司北京分公司	郑州市景安网络科技股份有限公司	2215.00
浙江高强度紧固件有限公司	东北特殊钢集团股份有限公司	-50000.00
武汉江南印象置业有限公司	武汉新城创置置业有限公司	710000.00
